"country","code","day","stringency_index","restrictions_internal_movements","international_travel_controls","restriction_gatherings","school_closures","stay_home_requirements","workplace_closures"
"Afghanistan","AFG","2020-02-01","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-02","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-03","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-04","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-05","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-06","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-07","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-08","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-09","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-10","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-11","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-12","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-13","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-14","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-15","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-16","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-17","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-18","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-19","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-20","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-21","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-22","0",0,0,0,0,0,0
"Afghanistan","AFG","2020-02-23","8.33",0,3,0,0,0,0
"Afghanistan","AFG","2020-02-24","8.33",0,3,0,0,0,0
"Afghanistan","AFG","2020-02-25","8.33",0,3,0,0,0,0
"Afghanistan","AFG","2020-02-26","8.33",0,3,0,0,0,0
"Afghanistan","AFG","2020-02-27","8.33",0,3,0,0,0,0
"Afghanistan","AFG","2020-02-28","8.33",0,3,0,0,0,0
"Afghanistan","AFG","2020-02-29","8.33",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-01","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-02","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-03","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-04","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-05","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-06","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-07","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-08","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-09","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-10","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-11","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-12","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-13","27.78",0,3,0,0,0,0
"Afghanistan","AFG","2020-03-14","38.89",0,3,0,3,0,0
"Afghanistan","AFG","2020-03-15","38.89",0,3,0,3,0,0
"Afghanistan","AFG","2020-03-16","38.89",0,3,0,3,0,0
"Afghanistan","AFG","2020-03-17","38.89",0,3,0,3,0,0
"Afghanistan","AFG","2020-03-18","41.67",0,3,0,3,0,0
"Afghanistan","AFG","2020-03-19","41.67",0,3,0,3,0,0
"Afghanistan","AFG","2020-03-20","41.67",0,3,0,3,0,0
"Afghanistan","AFG","2020-03-21","41.67",0,3,0,3,0,0
"Afghanistan","AFG","2020-03-22","41.67",0,3,0,3,0,0
"Afghanistan","AFG","2020-03-23","41.67",0,3,0,3,0,0
"Afghanistan","AFG","2020-03-24","50.93",0,3,0,3,0,3
"Afghanistan","AFG","2020-03-25","59.26",1,3,0,3,2,3
"Afghanistan","AFG","2020-03-26","59.26",1,3,0,3,2,3
"Afghanistan","AFG","2020-03-27","59.26",1,3,0,3,2,3
"Afghanistan","AFG","2020-03-28","67.59",1,3,0,3,2,3
"Afghanistan","AFG","2020-03-29","67.59",1,3,0,3,2,3
"Afghanistan","AFG","2020-03-30","67.59",1,3,0,3,2,3
"Afghanistan","AFG","2020-03-31","67.59",1,3,0,3,2,3
"Afghanistan","AFG","2020-04-01","67.59",1,3,0,3,2,3
"Afghanistan","AFG","2020-04-02","67.59",1,3,0,3,2,3
"Afghanistan","AFG","2020-04-03","67.59",1,3,0,3,2,3
"Afghanistan","AFG","2020-04-04","67.59",1,3,0,3,2,3
"Afghanistan","AFG","2020-04-05","78.7",1,3,4,3,2,3
"Afghanistan","AFG","2020-04-06","78.7",1,3,4,3,2,3
"Afghanistan","AFG","2020-04-07","78.7",1,3,4,3,2,3
"Afghanistan","AFG","2020-04-08","78.7",1,3,4,3,2,3
"Afghanistan","AFG","2020-04-09","78.7",1,3,4,3,2,3
"Afghanistan","AFG","2020-04-10","78.7",1,3,4,3,2,3
"Afghanistan","AFG","2020-04-11","78.7",1,3,4,3,2,3
"Afghanistan","AFG","2020-04-12","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-13","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-14","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-15","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-16","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-17","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-18","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-19","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-20","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-21","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-22","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-23","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-24","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-25","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-26","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-27","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-28","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-29","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-04-30","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-01","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-02","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-03","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-04","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-05","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-06","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-07","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-08","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-09","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-10","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-11","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-12","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-13","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-14","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-15","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-16","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-17","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-18","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-19","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-20","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-21","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-22","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-23","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-24","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-25","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-26","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-27","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-28","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-29","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-30","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-05-31","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-06-01","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-06-02","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-06-03","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-06-04","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-06-05","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-06-06","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-06-07","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-06-08","84.26",2,3,4,3,2,3
"Afghanistan","AFG","2020-06-09","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-10","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-11","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-12","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-13","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-14","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-15","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-16","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-17","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-18","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-19","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-20","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-21","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-22","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-23","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-24","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-25","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-26","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-27","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-28","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-29","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-06-30","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-01","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-02","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-03","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-04","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-05","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-06","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-07","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-08","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-09","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-10","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-11","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-12","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-13","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-14","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-15","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-16","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-17","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-18","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-19","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-20","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-21","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-22","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-23","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-24","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-25","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-26","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-27","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-28","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-29","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-30","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-07-31","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-08-01","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-08-02","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-08-03","78.7",2,1,4,3,2,3
"Afghanistan","AFG","2020-08-04","75",2,1,4,3,2,2
"Afghanistan","AFG","2020-08-05","71.3",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-06","71.3",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-07","71.3",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-08","71.3",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-09","71.3",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-10","71.3",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-11","71.3",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-12","71.3",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-13","71.3",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-14","71.3",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-15","60.19",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-16","60.19",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-17","60.19",2,1,4,2,2,2
"Afghanistan","AFG","2020-08-18","48.15",1,1,0,2,2,2
"Afghanistan","AFG","2020-08-19","48.15",1,1,0,2,2,2
"Afghanistan","AFG","2020-08-20","48.15",1,1,0,2,2,2
"Afghanistan","AFG","2020-08-21","48.15",1,1,0,2,2,2
"Afghanistan","AFG","2020-08-22","48.15",1,1,0,2,2,2
"Afghanistan","AFG","2020-08-23","48.15",1,1,0,2,2,2
"Afghanistan","AFG","2020-08-24","48.15",1,1,0,2,2,2
"Afghanistan","AFG","2020-08-25","48.15",1,1,0,2,2,2
"Afghanistan","AFG","2020-08-26","21.3",0,1,0,2,0,0
"Afghanistan","AFG","2020-08-27","21.3",0,1,0,2,0,0
"Afghanistan","AFG","2020-08-28","21.3",0,1,0,2,0,0
"Afghanistan","AFG","2020-08-29","21.3",0,1,0,2,0,0
"Afghanistan","AFG","2020-08-30","21.3",0,1,0,2,0,0
"Afghanistan","AFG","2020-08-31","21.3",0,1,0,2,0,0
"Albania","ALB","2020-02-01","0",0,0,0,0,0,0
"Albania","ALB","2020-02-02","0",0,0,0,0,0,0
"Albania","ALB","2020-02-03","0",0,0,0,0,0,0
"Albania","ALB","2020-02-04","0",0,0,0,0,0,0
"Albania","ALB","2020-02-05","0",0,0,0,0,0,0
"Albania","ALB","2020-02-06","0",0,0,0,0,0,0
"Albania","ALB","2020-02-07","0",0,0,0,0,0,0
"Albania","ALB","2020-02-08","0",0,0,0,0,0,0
"Albania","ALB","2020-02-09","0",0,0,0,0,0,0
"Albania","ALB","2020-02-10","0",0,0,0,0,0,0
"Albania","ALB","2020-02-11","0",0,0,0,0,0,0
"Albania","ALB","2020-02-12","0",0,0,0,0,0,0
"Albania","ALB","2020-02-13","0",0,0,0,0,0,0
"Albania","ALB","2020-02-14","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-15","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-16","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-17","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-18","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-19","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-20","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-21","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-22","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-23","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-24","5.56",0,0,0,0,0,0
"Albania","ALB","2020-02-25","8.33",0,1,0,0,0,0
"Albania","ALB","2020-02-26","8.33",0,1,0,0,0,0
"Albania","ALB","2020-02-27","8.33",0,1,0,0,0,0
"Albania","ALB","2020-02-28","8.33",0,1,0,0,0,0
"Albania","ALB","2020-02-29","8.33",0,1,0,0,0,0
"Albania","ALB","2020-03-01","8.33",0,1,0,0,0,0
"Albania","ALB","2020-03-02","8.33",0,1,0,0,0,0
"Albania","ALB","2020-03-03","8.33",0,1,0,0,0,0
"Albania","ALB","2020-03-04","8.33",0,1,0,0,0,0
"Albania","ALB","2020-03-05","8.33",0,1,0,0,0,0
"Albania","ALB","2020-03-06","8.33",0,1,0,0,0,0
"Albania","ALB","2020-03-07","8.33",0,1,0,0,0,0
"Albania","ALB","2020-03-08","8.33",0,1,0,0,0,0
"Albania","ALB","2020-03-09","36.11",0,1,2,3,0,0
"Albania","ALB","2020-03-10","41.67",0,1,2,3,0,0
"Albania","ALB","2020-03-11","51.85",0,2,2,3,0,2
"Albania","ALB","2020-03-12","51.85",0,2,2,3,0,2
"Albania","ALB","2020-03-13","78.7",2,2,2,3,2,2
"Albania","ALB","2020-03-14","78.7",2,2,2,3,2,2
"Albania","ALB","2020-03-15","81.48",2,3,2,3,2,2
"Albania","ALB","2020-03-16","81.48",2,3,2,3,2,2
"Albania","ALB","2020-03-17","81.48",2,3,2,3,2,2
"Albania","ALB","2020-03-18","81.48",2,3,2,3,2,2
"Albania","ALB","2020-03-19","81.48",2,3,2,3,2,2
"Albania","ALB","2020-03-20","81.48",2,3,2,3,2,2
"Albania","ALB","2020-03-21","81.48",2,3,2,3,2,2
"Albania","ALB","2020-03-22","81.48",2,3,2,3,2,2
"Albania","ALB","2020-03-23","84.26",2,4,2,3,2,2
"Albania","ALB","2020-03-24","84.26",2,4,2,3,2,2
"Albania","ALB","2020-03-25","84.26",2,4,2,3,2,2
"Albania","ALB","2020-03-26","84.26",2,4,2,3,2,2
"Albania","ALB","2020-03-27","84.26",2,4,2,3,2,2
"Albania","ALB","2020-03-28","84.26",2,4,2,3,2,2
"Albania","ALB","2020-03-29","84.26",2,4,2,3,2,2
"Albania","ALB","2020-03-30","84.26",2,4,2,3,2,2
"Albania","ALB","2020-03-31","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-01","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-02","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-03","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-04","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-05","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-06","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-07","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-08","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-09","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-10","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-11","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-12","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-13","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-14","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-15","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-16","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-17","84.26",2,4,2,3,2,2
"Albania","ALB","2020-04-18","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-19","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-20","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-21","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-22","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-23","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-24","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-25","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-26","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-27","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-28","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-29","89.81",2,4,4,3,2,2
"Albania","ALB","2020-04-30","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-01","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-02","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-03","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-04","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-05","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-06","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-07","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-08","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-09","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-10","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-11","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-12","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-13","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-14","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-15","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-16","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-17","89.81",2,4,4,3,2,2
"Albania","ALB","2020-05-18","83.33",2,4,4,2,2,2
"Albania","ALB","2020-05-19","83.33",2,4,4,2,2,2
"Albania","ALB","2020-05-20","83.33",2,4,4,2,2,2
"Albania","ALB","2020-05-21","83.33",2,4,4,2,2,2
"Albania","ALB","2020-05-22","83.33",2,4,4,2,2,2
"Albania","ALB","2020-05-23","83.33",2,4,4,2,2,2
"Albania","ALB","2020-05-24","83.33",2,4,4,2,2,2
"Albania","ALB","2020-05-25","83.33",2,4,4,2,2,2
"Albania","ALB","2020-05-26","86.11",2,4,4,2,2,2
"Albania","ALB","2020-05-27","86.11",2,4,4,2,2,2
"Albania","ALB","2020-05-28","86.11",2,4,4,2,2,2
"Albania","ALB","2020-05-29","86.11",2,4,4,2,2,2
"Albania","ALB","2020-05-30","86.11",2,4,4,2,2,2
"Albania","ALB","2020-05-31","86.11",2,4,4,2,2,2
"Albania","ALB","2020-06-01","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-02","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-03","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-04","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-05","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-06","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-07","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-08","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-09","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-10","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-11","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-12","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-13","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-14","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-15","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-16","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-17","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-18","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-19","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-20","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-21","71.3",0,3,4,2,1,2
"Albania","ALB","2020-06-22","68.52",0,2,4,2,1,2
"Albania","ALB","2020-06-23","68.52",0,2,4,2,1,2
"Albania","ALB","2020-06-24","68.52",0,2,4,2,1,2
"Albania","ALB","2020-06-25","68.52",0,2,4,2,1,2
"Albania","ALB","2020-06-26","68.52",0,2,4,2,1,2
"Albania","ALB","2020-06-27","68.52",0,2,4,2,1,2
"Albania","ALB","2020-06-28","68.52",0,2,4,2,1,2
"Albania","ALB","2020-06-29","68.52",0,2,4,2,1,2
"Albania","ALB","2020-06-30","68.52",0,2,4,2,1,2
"Albania","ALB","2020-07-01","68.52",0,2,4,2,1,2
"Albania","ALB","2020-07-02","68.52",0,2,4,2,1,2
"Albania","ALB","2020-07-03","68.52",0,2,4,2,1,2
"Albania","ALB","2020-07-04","68.52",0,2,4,2,1,2
"Albania","ALB","2020-07-05","68.52",0,2,4,2,1,2
"Albania","ALB","2020-07-06","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-07","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-08","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-09","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-10","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-11","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-12","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-13","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-14","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-15","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-16","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-17","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-18","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-19","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-20","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-21","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-22","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-23","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-24","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-25","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-26","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-27","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-28","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-29","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-30","62.96",0,2,4,2,1,2
"Albania","ALB","2020-07-31","62.96",0,2,4,2,1,2
"Albania","ALB","2020-08-01","62.96",0,2,4,2,1,2
"Albania","ALB","2020-08-02","62.96",0,2,4,2,1,2
"Albania","ALB","2020-08-03","62.96",0,2,4,2,1,2
"Albania","ALB","2020-08-04","62.96",0,2,4,2,1,2
"Albania","ALB","2020-08-05","62.96",0,2,4,2,1,2
"Albania","ALB","2020-08-06","62.96",0,2,4,2,1,2
"Albania","ALB","2020-08-07","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-08","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-09","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-10","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-11","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-12","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-13","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-14","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-15","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-16","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-17","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-18","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-19","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-20","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-21","57.41",0,2,4,2,1,2
"Albania","ALB","2020-08-22","57.41",0,2,4,2,1,2
